"filename", "language", "XML", "Swift", "YAML", "JSON", "Markdown", "C++", "Dart", "Properties", "Groovy", "HTML", "comment", "blank", "total"
"/Users/simonwachtler/digitales-register/lib/middleware/calendar.dart", "Dart", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"/Users/simonwachtler/digitales-register/lib/middleware/certificate.dart", "Dart", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 3, 18
"/Users/simonwachtler/digitales-register/lib/middleware/dashboard.dart", "Dart", 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 1, 13, 175
"/Users/simonwachtler/digitales-register/lib/middleware/grades.dart", "Dart", 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 0, 15, 194
"/Users/simonwachtler/digitales-register/lib/middleware/login.dart", "Dart", 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 1, 10, 183
"/Users/simonwachtler/digitales-register/lib/middleware/messages.dart", "Dart", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 6, 46
"/Users/simonwachtler/digitales-register/lib/middleware/middleware.dart", "Dart", 0, 0, 0, 0, 0, 0, 424, 0, 0, 0, 4, 30, 458
"/Users/simonwachtler/digitales-register/lib/middleware/notifications.dart", "Dart", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 7, 50
"/Users/simonwachtler/digitales-register/lib/middleware/pass.dart", "Dart", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 6, 72
"/Users/simonwachtler/digitales-register/lib/middleware/profile.dart", "Dart", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 5, 60
"/Users/simonwachtler/digitales-register/lib/middleware/routing.dart", "Dart", 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 2, 19, 150
"/Users/simonwachtler/digitales-register/lib/reducer/absences.dart", "Dart", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 5, 71
"/Users/simonwachtler/digitales-register/lib/reducer/calendar.dart", "Dart", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 11, 8, 86
"/Users/simonwachtler/digitales-register/lib/reducer/certificate.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"/Users/simonwachtler/digitales-register/lib/reducer/dashboard.dart", "Dart", 0, 0, 0, 0, 0, 0, 336, 0, 0, 0, 4, 25, 365
"/Users/simonwachtler/digitales-register/lib/reducer/grades.dart", "Dart", 0, 0, 0, 0, 0, 0, 199, 0, 0, 0, 3, 17, 219
"/Users/simonwachtler/digitales-register/lib/reducer/login.dart", "Dart", 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 12, 83
"/Users/simonwachtler/digitales-register/lib/reducer/messages.dart", "Dart", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 9, 93
"/Users/simonwachtler/digitales-register/lib/reducer/network_protocol.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"/Users/simonwachtler/digitales-register/lib/reducer/notifications.dart", "Dart", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 8, 56
"/Users/simonwachtler/digitales-register/lib/reducer/pass_reset.dart", "Dart", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 7, 46
"/Users/simonwachtler/digitales-register/lib/reducer/profile_reducer.dart", "Dart", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 6, 34
"/Users/simonwachtler/digitales-register/lib/reducer/reducer.dart", "Dart", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 7, 50
"/Users/simonwachtler/digitales-register/lib/reducer/settings.dart", "Dart", 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 0, 24, 168
"/Users/simonwachtler/digitales-register/lib/serializers.dart", "Dart", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 4, 7, 48
"/Users/simonwachtler/digitales-register/lib/ui/absence.dart", "Dart", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 4, 71
"/Users/simonwachtler/digitales-register/lib/ui/absences_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 9, 103
"/Users/simonwachtler/digitales-register/lib/ui/calendar.dart", "Dart", 0, 0, 0, 0, 0, 0, 291, 0, 0, 0, 4, 26, 321
"/Users/simonwachtler/digitales-register/lib/ui/calendar_week.dart", "Dart", 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 9, 243
"/Users/simonwachtler/digitales-register/lib/ui/certificate.dart", "Dart", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 4, 29
"/Users/simonwachtler/digitales-register/lib/ui/change_email.dart", "Dart", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 5, 53
"/Users/simonwachtler/digitales-register/lib/ui/days.dart", "Dart", 0, 0, 0, 0, 0, 0, 892, 0, 0, 0, 6, 37, 935
"/Users/simonwachtler/digitales-register/lib/ui/dialog.dart", "Dart", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 3, 52
"/Users/simonwachtler/digitales-register/lib/ui/drawer_buttons_widgets.dart", "Dart", 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 16, 134
"/Users/simonwachtler/digitales-register/lib/ui/grades_chart.dart", "Dart", 0, 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 7, 183
"/Users/simonwachtler/digitales-register/lib/ui/grades_chart_legend.dart", "Dart", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 3, 29
"/Users/simonwachtler/digitales-register/lib/ui/grades_chart_legend_entry.dart", "Dart", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 2, 4, 83
"/Users/simonwachtler/digitales-register/lib/ui/grades_chart_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 3, 26
"/Users/simonwachtler/digitales-register/lib/ui/grades_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 4, 83
"/Users/simonwachtler/digitales-register/lib/ui/home_page_content.dart", "Dart", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 5, 37
"/Users/simonwachtler/digitales-register/lib/ui/homework_filter.dart", "Dart", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 8, 82
"/Users/simonwachtler/digitales-register/lib/ui/login_page_content.dart", "Dart", 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 2, 8, 329
"/Users/simonwachtler/digitales-register/lib/ui/messages.dart", "Dart", 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 0, 12, 205
"/Users/simonwachtler/digitales-register/lib/ui/network_protocol.dart", "Dart", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 8, 80
"/Users/simonwachtler/digitales-register/lib/ui/network_protocol_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3, 16
"/Users/simonwachtler/digitales-register/lib/ui/no_internet.dart", "Dart", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 2, 30
"/Users/simonwachtler/digitales-register/lib/ui/notification_icon.dart", "Dart", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 3, 27
"/Users/simonwachtler/digitales-register/lib/ui/notifications_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 6, 145
"/Users/simonwachtler/digitales-register/lib/ui/pass_reset.dart", "Dart", 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 0, 6, 117
"/Users/simonwachtler/digitales-register/lib/ui/profile.dart", "Dart", 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 4, 63
"/Users/simonwachtler/digitales-register/lib/ui/request_pass_reset.dart", "Dart", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 5, 68
"/Users/simonwachtler/digitales-register/lib/ui/settings_page_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 524, 0, 0, 0, 0, 15, 539
"/Users/simonwachtler/digitales-register/lib/ui/sidebar.dart", "Dart", 0, 0, 0, 0, 0, 0, 113, 0, 0, 0, 1, 4, 118
"/Users/simonwachtler/digitales-register/lib/ui/sorted_grades_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 269, 0, 0, 0, 0, 21, 290
"/Users/simonwachtler/digitales-register/lib/ui/splash.dart", "Dart", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 3, 4, 41
"/Users/simonwachtler/digitales-register/lib/ui/user_profile.dart", "Dart", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 3, 30
"/Users/simonwachtler/digitales-register/lib/util.dart", "Dart", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 7, 38
"/Users/simonwachtler/digitales-register/lib/wrapper.dart", "Dart", 0, 0, 0, 0, 0, 0, 319, 0, 0, 0, 8, 30, 357
"/Users/simonwachtler/digitales-register/linux/appData/secure_storage/login.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/simonwachtler/digitales-register/linux/appData/secure_storage/{username:St-WacSim-04,server_url:https:vinzentinum.digitalesregister.itv2apiauthlogin}.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/simonwachtler/digitales-register/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 4, 18
"/Users/simonwachtler/digitales-register/linux/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 4, 5, 14
"/Users/simonwachtler/digitales-register/linux/main.cc", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 7
"/Users/simonwachtler/digitales-register/linux/my_application.cc", "C++", 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 11, 20, 105
"/Users/simonwachtler/digitales-register/linux/my_application.h", "C++", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 5, 19
"/Users/simonwachtler/digitales-register/local.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 1, 9
"/Users/simonwachtler/digitales-register/macos/Flutter/GeneratedPluginRegistrant.swift", "Swift", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 21
"/Users/simonwachtler/digitales-register/macos/Flutter/ephemeral/.symlinks/plugins/biometric_storage/.idea/codeStyles/Project.xml", "XML", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116
"/Users/simonwachtler/digitales-register/macos/Flutter/ephemeral/.symlinks/plugins/biometric_storage/.idea/codeStyles/codeStyleConfig.xml", "XML", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/simonwachtler/digitales-register/macos/Flutter/ephemeral/.symlinks/plugins/biometric_storage/.idea/runConfigurations/example_lib_main_dart.xml", "XML", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/Users/simonwachtler/digitales-register/macos/Flutter/ephemeral/.symlinks/plugins/biometric_storage/.idea/vcs.xml", "XML", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/Users/simonwachtler/digitales-register/macos/Runner/AppDelegate.swift", "Swift", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/simonwachtler/digitales-register/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 1, 69
"/Users/simonwachtler/digitales-register/macos/Runner/Base.lproj/MainMenu.xib", "XML", 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 340
"/Users/simonwachtler/digitales-register/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"/Users/simonwachtler/digitales-register/packages/biometric_storage/android/local.properties", "Properties", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2
"/Users/simonwachtler/digitales-register/packages/collapsible_sidebar/CHANGELOG.md", "Markdown", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/simonwachtler/digitales-register/packages/collapsible_sidebar/README.md", "Markdown", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 24, 99
"/Users/simonwachtler/digitales-register/packages/collapsible_sidebar/example/README.md", "Markdown", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 8, 26
"/Users/simonwachtler/digitales-register/packages/collapsible_sidebar/example/android/app/build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 3, 12, 64
"/Users/simonwachtler/digitales-register/packages/collapsible_sidebar/example/android/app/src/debug/AndroidManifest.xml", "XML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 8
"/Users/simonwachtler/digitales-register/packages/collapsible_sidebar/example/android/app/src/main/AndroidManifest.xml", "XML", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 1, 48
"/Users/simonwachtler/digitales-register/packages/collapsible_sidebar/example/android/app/src/main/res/drawable/launch_background.xml", "XML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 13
"/Users/simonwachtler/digitales-register/packages/collapsible_sidebar/example/android/app/src/main/res/values/styles.xml", "XML", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 19
